source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final,symbolic_confidence,sym_base_score,path_length,sym_category,neurosymbolic_score
Arguments_and_parameters,Level_Up,0.8418005414339005,0.19168954870385305,1.0,False,GamifiedResource,Level,0.8734404331471204,0.39106591824153103,0.5,2,indirect,0.5488230363588603
Task_about_Polymorphism,Level_Up,0.8329753706413466,0.19889935629773461,1.0,False,GamifiedResource,Level,0.8663802965130774,0.39106588555518684,0.5,2,indirect,0.5457342053353428
Polymorphism,Level_Up,0.8462939613332996,0.2147536798103214,1.0,False,Lesson,Level,0.8770351690666398,0.3836129632609123,0.5,2,indirect,0.5455513125862479
Java_Basics,Stash,0.8457899991166495,0.21292500466766645,0.9172442572270822,False,Lesson,Reward,0.8600808507387361,0.3829805914552289,0.5,2,indirect,0.5449638841367261
3.16.0,Tiny_stash,0.1624886053237577,0.22388013176082433,0.0415518252487452,False,unknown,Reward,0.1383012493087552,0.7430540869180592,1.0,1,direct,0.5398561683600537
RFK_GE_TinyStash,Tiny_stash,0.15147491143681996,0.22714345838301703,0.0415518252487452,False,ReferenceKey,Reward,0.12949029419920502,0.7456823250343286,1.0,1,direct,0.5377097302752006
RF_GE_BloackGame,BLockGame,0.14908876587518408,0.22840267683149476,0.12935257077791257,False,ReferenceKey,Badge,0.14514152685572979,0.7455483110231311,1.0,1,direct,0.5367874702213496
Java_Basics,Tiny_stash,0.7865475035205218,0.29597095287313985,0.0415518252487452,False,Lesson,Reward,0.6375483678661665,0.3981942215561617,0.5,2,indirect,0.5341178702436877
Java_Basics,BLockGame,0.8144956607851208,0.23915173408225296,0.12935257077791257,False,Lesson,Badge,0.6774670427836792,0.3829668631906672,0.5,2,indirect,0.5340019423487259
Functions,BLockGame,0.7734039869192315,0.15158608235859009,0.12935257077791257,False,GamifiedResource,Badge,0.6445937036909678,0.40325065736223004,0.5,2,indirect,0.5328043227071806
Strings,Tiny_stash,0.7738063474788308,0.19474630889185762,0.0415518252487452,False,GamifiedResource,Reward,0.6273554430328138,0.39813653015865835,0.5,2,indirect,0.5296209662207187
Tiny_stash,Level_Up,0.7502978140728553,0.15688872424801262,1.0,False,Reward,Level,0.8002382512582844,0.3829270294325421,0.5,2,indirect,0.5115068040566517
block_xp,Level_Up,0.15363381758442266,0.22226900426039073,1.0,False,unknown,Level,0.32290705406753817,0.7018913020380473,1.0,1,direct,0.5100011824792786
Level Up XP,Level_Up,0.15363381758442266,0.22226900426039073,1.0,False,unknown,Level,0.32290705406753817,0.7018913020380473,1.0,1,direct,0.5100011824792786
"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences.",Level_Up,0.15363381758442266,0.22226900426039073,1.0,False,unknown,Level,0.32290705406753817,0.7018913020380473,1.0,1,direct,0.5100011824792786
Extend_Keyword,Level_Up,0.8817607986487731,0.1990195204381048,1.0,False,GamifiedResource,Level,0.9054086389190186,0.3070983761299706,0.3333333333333333,3,indirect,0.5082302240115515
Inheritance_vs_Composition,Level_Up,0.8791894536830043,0.19804551445453586,1.0,False,GamifiedResource,Level,0.9033515629464035,0.30716226703742283,0.3333333333333333,3,indirect,0.5073717823633763
block_stash,Stash,0.14572035707298797,0.21918388762461596,0.9172442572270822,False,unknown,Reward,0.30002513710380685,0.7018913020380473,1.0,1,direct,0.5072314713002765
"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course.",Stash,0.14572035707298797,0.21918388762461596,0.9172442572270822,False,unknown,Reward,0.30002513710380685,0.7018913020380473,1.0,1,direct,0.5072314713002765
2.1.1,Stash,0.14572035707298797,0.21918388762461596,0.9172442572270822,False,unknown,Reward,0.30002513710380685,0.7018913020380473,1.0,1,direct,0.5072314713002765
